song_id,song,performer,first_week_on_chart,last_week_on_chart,weeks_on_chart,highest_position,lowest_position,spotify_track_duration_ms,spotify_track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Extra LuvFuture Featuring YG,Extra Luv,Future Featuring YG,2017-07-22,2017-07-22,1,99,99,246173.0,True,0.831,0.573,4.0,-6.408,0.0,0.221,0.188,0.000883,0.109,0.229,100.015,4.0
Eye 2 EyeHuncho Jack Featuring Takeoff,Eye 2 Eye,Huncho Jack Featuring Takeoff,2018-01-06,2018-01-06,1,65,65,190678.0,True,0.811,0.65,2.0,-4.41,1.0,0.128,0.00125,0.0,0.102,0.179,146.028,4.0
Eyes On YouChase Rice,Eyes On You,Chase Rice,2019-03-02,2019-07-13,20,38,88,182493.0,False,0.606,0.652,9.0,-6.982,1.0,0.0281,0.323,0.0,0.201,0.476,97.155,4.0
Eyes On YouChase Rice,Eyes On You,Chase Rice,2019-03-02,2019-07-13,20,38,88,182493.0,False,0.606,0.652,9.0,-6.982,1.0,0.0281,0.323,0.0,0.201,0.476,97.155,4.0
Eyes OpenTaylor Swift,Eyes Open,Taylor Swift,2012-04-07,2012-06-30,13,19,93,244586.0,False,0.598,0.724,7.0,-7.226,1.0,0.0344,0.00667,0.00187,0.0839,0.299,137.116,4.0
Eyes Wide OpenGotye,Eyes Wide Open,Gotye,2012-05-05,2012-05-05,1,96,96,191253.0,False,0.595,0.86,5.0,-6.056,1.0,0.0366,0.2,0.0178,0.128,0.647,138.918,4.0
F&NFuture,F&N,Future,2019-02-02,2019-02-02,1,83,83,,,,,,,,,,,,,,
F**k Him He's A DJKe$ha,F**k Him He's A DJ,Ke$ha,2011-04-09,2011-04-09,1,97,97,,,,,,,,,,,,,,
F**k LoveXXXTENTACION Featuring Trippie Redd,F**k Love,XXXTENTACION Featuring Trippie Redd,2017-11-04,2018-07-07,20,28,98,,,,,,,,,,,,,,
F**k LoveXXXTentacion Featuring Trippie Redd,F**k Love,XXXTentacion Featuring Trippie Redd,2017-09-16,2017-10-28,7,41,74,,,,,,,,,,,,,,
F**k That Check UpMeek Mill Featuring Lil Uzi Vert,F**k That Check Up,Meek Mill Featuring Lil Uzi Vert,2017-08-12,2017-08-12,1,97,97,,,,,,,,,,,,,,
F**k TodayLil Wayne Featuring Gudda,F**k Today,Lil Wayne Featuring Gudda,2010-02-20,2010-02-20,1,76,76,,,,,,,,,,,,,,
F**k You! (Forget You)Cee Lo Green,F**k You! (Forget You),Cee Lo Green,2010-09-11,2011-08-06,48,2,96,,,,,,,,,,,,,,
"F**kin ProblemsA$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",2012-11-17,2013-05-18,27,8,79,,,,,,,,,,,,,,
F**kin' PerfectP!nk,F**kin' Perfect,P!nk,2011-01-01,2011-08-06,30,2,86,,,,,,,,,,,,,,
F*ckwithmeyouknowigotitJay Z Featuring Rick Ross,F*ckwithmeyouknowigotit,Jay Z Featuring Rick Ross,2013-07-27,2013-09-21,9,64,96,,,,,,,,,,,,,,
F.NLil Tjay,F.N,Lil Tjay,2019-08-24,2019-12-14,14,56,93,,,,,,,,,,,,,,
FEFE6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,2018-08-04,2018-12-15,20,3,52,179404.0,True,0.931,0.387,1.0,-9.127,1.0,0.412,0.088,0.0,0.136,0.376,125.978,4.0
FMLKanye West,FML,Kanye West,2016-04-23,2016-04-23,1,84,84,236120.0,True,0.667,0.423,9.0,-7.146,0.0,0.0822,0.313,0.0,0.193,0.156,125.116,4.0
Face My FearsHikaru Utada & Skrillex,Face My Fears,Hikaru Utada & Skrillex,2019-02-02,2019-02-02,1,98,98,222013.0,False,0.628,0.751,1.0,-7.041,0.0,0.0991,0.0105,0.0,0.119,0.44,159.965,3.0
Fade Into YouSam Palladio & Clare Bowen,Fade Into You,Sam Palladio & Clare Bowen,2012-11-10,2012-11-10,1,92,92,,,,,,,,,,,,,,
FadeKanye West,Fade,Kanye West,2016-09-24,2016-12-17,13,47,98,193747.0,True,0.756,0.766,9.0,-5.793,0.0,0.088,0.1,0.0,0.313,0.288,105.986,4.0
FadedAlan Walker,Faded,Alan Walker,2016-04-30,2016-07-02,8,80,100,212626.0,False,0.589,0.651,6.0,-5.097,1.0,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,4.0
FadedTyga Featuring Lil Wayne,Faded,Tyga Featuring Lil Wayne,2012-02-04,2012-06-30,22,33,100,206666.0,True,0.832,0.647,1.0,-8.484,1.0,0.208,0.00997,0.0,0.355,0.281,95.109,4.0
FailureBreaking Benjamin,Failure,Breaking Benjamin,2015-04-11,2015-04-11,1,80,80,214853.0,False,0.462,0.89,1.0,-4.853,1.0,0.0382,2.99e-05,0.00909,0.0685,0.383,155.008,4.0
Fairly Localtwenty one pilots,Fairly Local,twenty one pilots,2015-04-04,2015-04-04,1,84,84,207160.0,False,0.715,0.723,6.0,-5.993,0.0,0.0569,0.0396,8.57e-05,0.084,0.479,114.985,4.0
FaithGeorge Michael,Faith,George Michael,2017-01-14,2017-01-14,21,47,47,193200.0,False,0.887,0.48,11.0,-11.994,1.0,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,4.0
FaithfulDrake Featuring Pimp C & dvsn,Faithful,Drake Featuring Pimp C & dvsn,2016-05-21,2016-06-04,2,72,90,290133.0,True,0.533,0.445,1.0,-10.543,1.0,0.111,0.0863,1.49e-05,0.322,0.19,100.136,4.0
FaithfullyGlee Cast,Faithfully,Glee Cast,2010-06-26,2010-06-26,1,37,37,273866.0,False,0.412,0.54,4.0,-5.788,1.0,0.0289,0.144,0.0,0.111,0.0998,129.891,4.0
Fake LoveBTS,Fake Love,BTS,2018-06-02,2018-07-07,6,10,76,242333.0,False,0.557,0.719,2.0,-4.515,0.0,0.0372,0.00267,0.0,0.306,0.344,77.501,4.0
Fake LoveDrake,Fake Love,Drake,2016-11-12,2017-04-29,25,8,38,210937.0,True,0.927,0.488,9.0,-9.433,0.0,0.42,0.108,0.0,0.196,0.605,133.987,4.0
Fake SmileAriana Grande,Fake Smile,Ariana Grande,2019-02-23,2019-03-02,2,26,57,205586.0,True,0.45,0.619,9.0,-7.412,1.0,0.372,0.329,0.0,0.319,0.427,83.3,4.0
Faking ItCalvin Harris Featuring Kehlani & Lil Yachty,Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,2017-12-09,2017-12-30,4,94,100,240093.0,True,0.776,0.589,9.0,-4.543,0.0,0.115,0.319,0.0,0.0715,0.668,120.034,4.0
Fall Downwill.i.am Featuring Miley Cyrus,Fall Down,will.i.am Featuring Miley Cyrus,2013-05-04,2013-05-04,1,58,58,307493.0,False,0.619,0.621,0.0,-5.465,0.0,0.0357,0.00994,0.00332,0.121,0.338,127.042,4.0
Fall For Your TypeJamie Foxx Featuring Drake,Fall For Your Type,Jamie Foxx Featuring Drake,2010-12-25,2011-04-23,18,50,95,269533.0,True,0.593,0.393,1.0,-11.736,1.0,0.0827,0.394,3.24e-06,0.11,0.193,136.866,4.0
FallEminem,Fall,Eminem,2018-09-15,2018-10-06,4,12,73,262493.0,True,0.83,0.546,1.0,-5.716,1.0,0.295,0.227,0.0,0.112,0.535,182.973,4.0
Fallin' For YouColbie Caillat,Fallin' For You,Colbie Caillat,2010-01-02,2010-02-13,31,12,46,215546.0,False,0.644,0.834,4.0,-6.473,1.0,0.0275,0.156,0.0,0.112,0.593,117.043,4.0
Falling DownLil Peep & XXXTENTACION,Falling Down,Lil Peep & XXXTENTACION,2018-09-29,2018-12-08,11,13,98,196400.0,True,0.669,0.574,4.0,-6.442,0.0,0.0286,0.0175,0.00294,0.146,0.273,120.013,4.0
Falling DownSelena Gomez & The Scene,Falling Down,Selena Gomez & The Scene,2010-01-09,2010-01-09,7,92,92,184680.0,False,0.575,0.905,0.0,-3.411,1.0,0.0998,0.000164,1.66e-05,0.363,0.765,140.044,4.0
Falling SlowlyLee DeWyze & Crystal Bowersox,Falling Slowly,Lee DeWyze & Crystal Bowersox,2010-06-12,2010-06-19,2,66,80,,,,,,,,,,,,,,
FallingHarry Styles,Falling,Harry Styles,2019-12-28,2019-12-28,1,62,62,240133.0,False,0.567,0.267,4.0,-6.502,1.0,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,4.0
FallingTrevor Daniel,Falling,Trevor Daniel,2019-11-30,2019-12-28,5,36,75,159381.0,False,0.784,0.43,10.0,-8.756,0.0,0.0364,0.123,0.0,0.0887,0.236,127.087,4.0
False AlarmThe Weeknd,False Alarm,The Weeknd,2016-10-22,2016-12-24,4,55,86,220306.0,False,0.518,0.676,8.0,-6.373,0.0,0.0744,0.0324,3.62e-05,0.189,0.197,173.998,4.0
False GodTaylor Swift,False God,Taylor Swift,2019-09-07,2019-09-07,1,77,77,200306.0,False,0.739,0.32,11.0,-10.862,0.0,0.239,0.736,0.000147,0.111,0.351,79.97,4.0
False ProphetsJ. Cole,False Prophets,J. Cole,2016-12-24,2016-12-31,2,54,93,237426.0,True,0.73,0.747,8.0,-9.496,0.0,0.324,0.698,1.63e-05,0.152,0.751,90.039,4.0
Family FeudJAY-Z Featuring Beyonce,Family Feud,JAY-Z Featuring Beyonce,2017-07-29,2017-07-29,1,51,51,251413.0,True,,,,,,,,,,,,
Family ManCraig Campbell,Family Man,Craig Campbell,2011-04-09,2011-05-14,6,84,95,219186.0,False,0.554,0.621,11.0,-7.076,1.0,0.0269,0.162,2.56e-05,0.155,0.151,155.817,4.0
Famous HoesNLE Choppa,Famous Hoes,NLE Choppa,2019-12-28,2019-12-28,1,83,83,135460.0,True,0.732,0.627,4.0,-5.693,0.0,0.161,0.346,0.0,0.261,0.332,81.481,4.0
Famous21 Savage,Famous,21 Savage,2017-07-29,2017-07-29,1,94,94,234280.0,True,0.779,0.597,9.0,-9.652,0.0,0.434,0.723,4.47e-05,0.0508,0.646,173.986,4.0
FamousKanye West,Famous,Kanye West,2016-04-23,2016-09-24,14,34,100,196040.0,True,0.474,0.741,6.0,-3.69,1.0,0.111,0.0602,0.0,0.115,0.402,174.1,4.0
FamousLil Wayne Featuring Reginae Carter,Famous,Lil Wayne Featuring Reginae Carter,2018-10-13,2018-10-13,1,36,36,242050.0,True,0.624,0.568,9.0,-5.664,1.0,0.143,0.0301,0.0,0.25,0.115,149.857,4.0
FamousMason Ramsey,Famous,Mason Ramsey,2018-05-12,2018-05-19,2,62,95,192520.0,False,0.534,0.815,5.0,-2.815,1.0,0.0278,0.708,0.0,0.111,0.564,159.848,4.0
FancyDrake Featuring T.I. & Swizz Beatz,Fancy,Drake Featuring T.I. & Swizz Beatz,2010-07-03,2010-12-25,20,25,99,319386.0,True,0.652,0.894,0.0,-5.701,0.0,0.398,0.328,0.0,0.354,0.262,87.59,4.0
FancyIggy Azalea Featuring Charli XCX,Fancy,Iggy Azalea Featuring Charli XCX,2014-03-22,2014-12-13,39,1,96,199938.0,True,0.912,0.716,10.0,-4.141,0.0,0.0697,0.0904,0.0,0.0491,0.377,94.981,4.0
Far AwayMarsha Ambrosius,Far Away,Marsha Ambrosius,2011-04-02,2011-08-06,18,74,100,436880.0,False,0.433,0.668,9.0,-6.544,1.0,0.211,0.221,0.0,0.126,0.351,70.478,4.0
Far AwayTyga Featuring Chris Richardson,Far Away,Tyga Featuring Chris Richardson,2011-08-20,2011-10-15,7,86,98,206520.0,True,0.479,0.692,8.0,-6.021,1.0,0.13,0.304,0.0,0.157,0.557,184.005,4.0
Farmer's DaughterRodney Atkins,Farmer's Daughter,Rodney Atkins,2010-07-03,2010-11-20,21,47,98,207040.0,False,0.612,0.791,6.0,-3.519,1.0,0.0291,0.224,0.0,0.112,0.786,133.977,4.0
Fast CarJonas Blue Featuring Dakota,Fast Car,Jonas Blue Featuring Dakota,2016-04-02,2016-05-07,5,98,100,212424.0,False,0.56,0.592,9.0,-6.951,1.0,0.0544,0.455,0.0,0.297,0.564,112.684,4.0
Fast LaneBad Meets Evil,Fast Lane,Bad Meets Evil,2011-05-21,2011-05-28,2,32,84,249560.0,True,0.637,0.861,1.0,-3.781,1.0,0.325,0.0464,0.0,0.247,0.382,173.838,4.0
FastJuice WRLD,Fast,Juice WRLD,2019-03-23,2019-03-30,2,47,86,208517.0,True,0.623,0.608,1.0,-5.937,0.0,0.0434,0.426,0.0,0.105,0.263,84.98,4.0
FastLuke Bryan,Fast,Luke Bryan,2017-02-11,2017-05-06,13,58,86,206213.0,False,0.548,0.898,0.0,-2.561,0.0,0.0459,0.225,0.0,0.1,0.599,145.953,4.0
FasterMatt Nathanson,Faster,Matt Nathanson,2011-08-13,2011-10-29,12,74,100,208280.0,False,0.742,0.853,9.0,-4.147,1.0,0.0393,0.00743,4.79e-06,0.332,0.95,107.03,4.0
Fastest Girl In TownMiranda Lambert,Fastest Girl In Town,Miranda Lambert,2012-08-11,2012-12-15,19,47,94,197600.0,False,0.541,0.911,1.0,-3.6,0.0,0.0631,0.0205,0.00155,0.275,0.563,145.057,4.0
Fat Bottomed GirlsGlee Cast,Fat Bottomed Girls,Glee Cast,2011-02-26,2011-02-26,1,56,56,252173.0,False,0.514,0.711,2.0,-5.774,1.0,0.0433,0.0206,0.0,0.172,0.424,91.007,4.0
Father Stretch My Hands Pt. 1Kanye West,Father Stretch My Hands Pt. 1,Kanye West,2016-04-23,2016-10-29,23,37,100,135920.0,True,0.714,0.566,7.0,-4.408,1.0,0.056,0.142,1.25e-06,0.57,0.449,113.074,4.0
Faucet FailureSki Mask The Slump God,Faucet Failure,Ski Mask The Slump God,2019-03-09,2019-05-18,11,87,100,145626.0,True,0.935,0.552,10.0,-9.373,0.0,0.335,0.111,0.0,0.0952,0.615,99.993,4.0
Fear InoculumTool,Fear Inoculum,Tool,2019-08-17,2019-08-17,1,93,93,620101.0,False,0.313,0.584,7.0,-10.091,1.0,0.0415,0.000824,0.52,0.0529,0.159,87.894,4.0
Fear.Kendrick Lamar,Fear.,Kendrick Lamar,2017-05-06,2017-05-13,2,50,91,460573.0,True,0.588,0.479,1.0,-7.039,1.0,0.281,0.604,7.2e-06,0.527,0.434,150.414,4.0
FearlessTaylor Swift,Fearless,Taylor Swift,2010-02-20,2010-05-01,15,76,99,241986.0,False,0.594,0.712,5.0,-4.418,1.0,0.0273,0.04,0.0,0.309,0.476,99.972,4.0
Feds Watching2 Chainz Featuring Pharrell,Feds Watching,2 Chainz Featuring Pharrell,2013-07-20,2013-10-12,13,66,93,247013.0,True,0.786,0.878,7.0,-6.533,1.0,0.0999,0.0507,0.0,0.311,0.746,140.031,4.0
Feed Me DopeFuture,Feed Me Dope,Future,2017-11-11,2017-11-11,1,68,68,166693.0,True,0.853,0.688,8.0,-6.509,0.0,0.296,0.0118,0.0,0.151,0.565,150.012,4.0
FeedbackKanye West,Feedback,Kanye West,2016-04-23,2016-04-23,1,99,99,147240.0,True,0.837,0.562,1.0,-6.038,1.0,0.492,0.593,0.0,0.104,0.149,100.17,4.0
Feel AgainOneRepublic,Feel Again,OneRepublic,2012-09-15,2013-01-26,20,36,79,185080.0,False,0.467,0.815,7.0,-7.929,0.0,0.0524,0.0198,1.23e-06,0.118,0.335,140.047,4.0
Feel It StillPortugal. The Man,Feel It Still,Portugal. The Man,2017-07-08,2018-05-05,44,4,89,163253.0,False,0.801,0.795,1.0,-5.115,0.0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,4.0
Feel ItThree 6 Mafia Vs. Tiesto With Sean Kingston & Flo Rida,Feel It,Three 6 Mafia Vs. Tiesto With Sean Kingston & Flo Rida,2010-03-20,2010-03-27,2,78,93,,,,,,,,,,,,,,
Feel Like A Rock StarKenny Chesney & Tim McGraw,Feel Like A Rock Star,Kenny Chesney & Tim McGraw,2012-04-21,2012-06-02,7,40,83,208240.0,False,0.475,0.896,6.0,-4.749,1.0,0.035,0.00318,0.0,0.29,0.868,169.999,4.0
Feel No WaysDrake,Feel No Ways,Drake,2016-05-21,2016-06-25,6,53,91,240653.0,True,0.589,0.673,7.0,-7.082,1.0,0.167,0.0319,5.68e-06,0.108,0.209,193.783,4.0
Feel So CloseCalvin Harris,Feel So Close,Calvin Harris,2012-02-25,2012-08-18,26,12,90,206413.0,False,0.707,0.924,7.0,-2.842,1.0,0.031,0.000972,0.00703,0.204,0.919,127.937,4.0
Feel The LoveKIDS SEE GHOSTS,Feel The Love,KIDS SEE GHOSTS,2018-06-23,2018-06-23,1,47,47,165053.0,True,0.58,0.469,0.0,-5.946,0.0,0.104,0.126,7.32e-05,0.099,0.369,110.573,4.0
Feel This MomentPitbull Featuring Christina Aguilera,Feel This Moment,Pitbull Featuring Christina Aguilera,2013-02-09,2013-07-20,24,8,99,229506.0,False,0.673,0.758,7.0,-3.632,1.0,0.158,0.039,0.0,0.341,0.542,135.956,4.0
Feel.Kendrick Lamar,Feel.,Kendrick Lamar,2017-05-06,2017-05-13,2,35,69,214826.0,True,0.746,0.798,0.0,-8.382,1.0,0.349,0.137,0.0,0.139,0.553,109.968,4.0
Feelin' ItScotty McCreery,Feelin' It,Scotty McCreery,2014-10-11,2014-12-20,11,84,99,198226.0,False,0.584,0.771,7.0,-5.322,1.0,0.0514,0.107,0.0,0.0844,0.686,184.114,4.0
"Feelin' Myselfwill.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",Feelin' Myself,"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",2014-04-26,2014-05-03,2,96,99,253546.0,True,0.859,0.533,6.0,-8.59,0.0,0.156,0.0293,0.0,0.138,0.514,96.453,4.0
Feeling MyselfNicki Minaj Featuring Beyonce,Feeling Myself,Nicki Minaj Featuring Beyonce,2015-01-03,2015-06-06,20,39,100,237840.0,True,0.564,0.703,2.0,-5.459,1.0,0.269,0.437,0.00927,0.358,0.477,139.045,4.0
Feels Like SummerChildish Gambino,Feels Like Summer,Childish Gambino,2018-09-15,2018-09-22,2,54,93,297404.0,False,0.554,0.596,7.0,-8.214,1.0,0.13,0.162,0.00482,0.0805,0.255,165.728,4.0
"FeelsCalvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",2017-07-08,2017-11-04,18,20,94,223413.0,True,0.893,0.745,11.0,-3.105,0.0,0.0571,0.0642,0.0,0.0943,0.872,101.018,4.0
Felices Los 4Maluma,Felices Los 4,Maluma,2017-06-03,2017-10-14,20,48,93,230000.0,False,0.766,0.756,5.0,-5.861,1.0,0.132,0.213,0.0,0.349,0.716,94.027,4.0
Feliz NavidadJose Feliciano,Feliz Navidad,Jose Feliciano,2017-01-07,2019-12-28,7,23,44,182066.0,False,0.512,0.831,2.0,-9.004,1.0,0.0383,0.552,0.0,0.336,0.963,148.82,4.0
Feliz NavidadJose Feliciano,Feliz Navidad,Jose Feliciano,2017-01-07,2019-12-28,7,23,44,182066.0,False,0.512,0.831,2.0,-9.004,1.0,0.0383,0.552,0.0,0.336,0.963,148.82,4.0
Felt Good On My LipsTim McGraw,Felt Good On My Lips,Tim McGraw,2010-11-20,2011-04-02,20,26,87,277400.0,False,0.56,0.869,3.0,-3.804,1.0,0.0387,0.024,2.94e-06,0.136,0.519,136.001,4.0
FemaleKeith Urban,Female,Keith Urban,2017-12-02,2018-03-03,6,69,100,195316.0,False,0.567,0.477,8.0,-8.781,0.0,0.0331,0.186,4.86e-05,0.111,0.321,85.019,5.0
FetishSelena Gomez Featuring Gucci Mane,Fetish,Selena Gomez Featuring Gucci Mane,2017-07-29,2017-10-14,12,27,96,186112.0,False,0.707,0.611,2.0,-4.474,1.0,0.0639,0.0198,3.59e-06,0.0651,0.285,123.006,4.0
FeverThe Black Keys,Fever,The Black Keys,2014-04-12,2014-05-31,3,77,83,246306.0,False,0.609,0.674,9.0,-6.506,0.0,0.0355,0.00378,0.000302,0.129,0.743,127.541,4.0
FifteenTaylor Swift,Fifteen,Taylor Swift,2010-01-02,2010-02-06,21,23,40,294333.0,False,0.556,0.651,7.0,-4.396,1.0,0.0266,0.067,0.0,0.145,0.203,95.485,4.0
Fight For YouJason Derulo,Fight For You,Jason Derulo,2011-10-15,2011-10-15,1,83,83,242173.0,False,0.416,0.84,0.0,-4.298,1.0,0.0787,0.0139,0.0,0.113,0.523,177.942,4.0
Fight NightMigos,Fight Night,Migos,2014-07-26,2014-11-08,16,69,99,216247.0,True,0.874,0.706,1.0,-5.132,1.0,0.207,0.182,0.0,0.334,0.895,89.968,4.0
Fight SongRachel Platten,Fight Song,Rachel Platten,2015-05-02,2015-11-28,31,6,80,204013.0,False,0.564,0.714,7.0,-4.987,1.0,0.129,0.0549,0.0,0.155,0.33,175.924,4.0
FilthyJustin Timberlake,Filthy,Justin Timberlake,2018-01-20,2018-02-24,6,9,90,293946.0,False,0.745,0.579,1.0,-5.771,1.0,0.138,0.0354,0.0118,0.246,0.645,97.002,4.0
Final FantasyDrake,Final Fantasy,Drake,2018-07-14,2018-07-14,1,56,56,219960.0,True,0.5,0.448,0.0,-10.977,1.0,0.442,0.422,8.03e-06,0.115,0.104,144.204,1.0
Finally Found YouEnrique Iglesias Featuring Sammy Adams,Finally Found You,Enrique Iglesias Featuring Sammy Adams,2012-09-29,2012-12-29,14,24,100,220813.0,True,0.622,0.881,6.0,-4.871,0.0,0.0956,0.0109,0.0,0.348,0.664,127.958,4.0
Find Your LoveDrake,Find Your Love,Drake,2010-05-22,2010-10-09,21,5,47,208946.0,False,0.623,0.598,6.0,-5.914,0.0,0.167,0.0246,0.0,0.0324,0.822,96.081,4.0
Finding My Way BackJaheim,Finding My Way Back,Jaheim,2010-07-03,2010-07-03,1,95,95,226693.0,False,0.605,0.622,0.0,-5.133,1.0,0.0425,0.114,0.0,0.15,0.177,136.012,3.0
Fine By MeAndy Grammer,Fine By Me,Andy Grammer,2012-04-21,2012-06-23,10,84,95,172893.0,False,0.583,0.791,11.0,-4.087,1.0,0.0318,0.00877,0.0,0.0451,0.878,89.993,4.0
Fine ChinaChris Brown,Fine China,Chris Brown,2013-04-20,2013-08-03,16,31,99,213200.0,False,0.654,0.731,10.0,-4.767,0.0,0.0568,0.0419,0.0,0.122,0.59,104.002,4.0
Fine ChinaFuture & Juice WRLD,Fine China,Future & Juice WRLD,2018-11-03,2019-01-26,13,26,97,141586.0,True,0.656,0.542,7.0,-7.358,1.0,0.323,0.0484,0.0,0.126,0.551,166.111,4.0
FinesseBruno Mars & Cardi B,Finesse,Bruno Mars & Cardi B,2018-01-13,2018-06-16,23,3,50,217288.0,False,0.704,0.859,5.0,-4.877,0.0,0.0996,0.0185,0.0,0.0215,0.926,105.115,4.0
FinesseDrake,Finesse,Drake,2018-07-14,2018-07-21,2,42,78,182080.0,False,0.807,0.32,0.0,-8.152,0.0,0.0582,0.133,0.000328,0.101,0.298,94.99,4.0
Fire & DesireDrake,Fire & Desire,Drake,2016-05-21,2016-06-11,4,75,92,238120.0,True,0.711,0.254,1.0,-14.404,0.0,0.0863,0.0829,0.0,0.0865,0.253,79.904,4.0
Fire FlameBirdman Featuring Lil Wayne,Fire Flame,Birdman Featuring Lil Wayne,2010-12-18,2011-02-19,10,64,97,260413.0,True,0.652,0.7,8.0,-2.908,0.0,0.139,0.000679,0.0,0.184,0.628,148.119,4.0
Fire N GoldBea Miller,Fire N Gold,Bea Miller,2015-08-15,2015-08-15,1,78,78,211573.0,False,0.539,0.869,6.0,-5.341,1.0,0.0471,0.00463,0.0,0.324,0.362,143.987,4.0
FireGlee Cast Featuring Kristin Chenoweth,Fire,Glee Cast Featuring Kristin Chenoweth,2010-05-15,2010-05-15,1,64,64,203173.0,False,0.617,0.225,5.0,-9.571,1.0,0.0286,0.868,0.0,0.0942,0.294,147.535,4.0
FireKIDS SEE GHOSTS,Fire,KIDS SEE GHOSTS,2018-06-23,2018-06-23,1,67,67,140526.0,True,0.709,0.751,6.0,-3.801,1.0,0.16,0.472,4.71e-06,0.182,0.37,104.999,4.0
FireballPitbull Featuring John Ryan,Fireball,Pitbull Featuring John Ryan,2014-08-23,2015-01-03,20,23,96,235012.0,False,0.69,0.937,10.0,-5.393,1.0,0.0642,0.0894,0.000104,0.0532,0.794,122.951,4.0
FirefliesOwl City,Fireflies,Owl City,2010-01-02,2010-04-03,31,1,48,228346.0,False,0.591,0.649,3.0,-6.72,1.0,0.0417,0.0294,0.0,0.133,0.489,90.002,4.0
FirestoneKygo Featuring Conrad,Firestone,Kygo Featuring Conrad,2015-10-03,2015-10-03,1,92,92,273684.0,False,0.486,0.652,11.0,-7.226,0.0,0.052,0.408,6.63e-05,0.077,0.391,113.055,4.0
FireworkGlee Cast,Firework,Glee Cast,2011-02-26,2011-03-05,2,34,95,227506.0,False,0.619,0.888,8.0,-5.198,1.0,0.0719,0.011,0.0,0.101,0.442,124.029,4.0
FireworkKaty Perry,Firework,Katy Perry,2010-11-06,2011-07-30,39,1,57,227880.0,False,0.638,0.826,8.0,-4.968,1.0,0.0479,0.139,0.0,0.0803,0.649,124.072,4.0
FireworksDrake Featuring Alicia Keys,Fireworks,Drake Featuring Alicia Keys,2010-07-03,2010-07-03,1,71,71,313280.0,True,0.649,0.759,0.0,-6.483,1.0,0.342,0.48,0.0,0.151,0.527,92.067,4.0
First Day OutKodak Black,First Day Out,Kodak Black,2017-07-08,2017-07-08,1,61,61,180000.0,True,0.806,0.557,2.0,-6.633,0.0,0.114,0.405,6.62e-06,0.0838,0.504,140.011,4.0
First Day OutTee Grizzley,First Day Out,Tee Grizzley,2017-04-22,2017-09-02,20,48,88,254693.0,True,0.587,0.711,1.0,-6.33,1.0,0.42,0.171,0.0,0.125,0.381,98.008,4.0
First KissKid Rock,First Kiss,Kid Rock,2015-03-14,2015-03-14,1,66,66,280346.0,False,0.615,0.889,4.0,-2.539,1.0,0.0371,0.00388,0.0,0.0947,0.659,131.96,4.0
First LoveJennifer Lopez,First Love,Jennifer Lopez,2014-07-05,2014-07-19,3,87,99,215786.0,False,0.621,0.708,11.0,-5.084,1.0,0.0444,0.00961,0.00294,0.311,0.455,100.025,4.0
First Of The Year (Equinox)Skrillex,First Of The Year (Equinox),Skrillex,2011-11-19,2012-01-14,3,85,100,261517.0,False,0.429,0.948,5.0,-3.657,0.0,0.227,0.00711,0.0148,0.0812,0.55,115.785,3.0
First OffFuture Featuring Travis Scott,First Off,Future Featuring Travis Scott,2019-02-02,2019-02-16,3,47,80,228366.0,True,0.734,0.683,1.0,-6.105,1.0,0.0776,0.013,0.0,0.28,0.445,162.038,4.0
First TimeKygo & Ellie Goulding,First Time,Kygo & Ellie Goulding,2017-05-20,2017-05-20,1,67,67,193511.0,False,0.633,0.592,0.0,-7.245,0.0,0.112,0.197,0.0,0.099,0.679,90.066,4.0
FishCraig Campbell,Fish,Craig Campbell,2011-08-13,2011-10-15,10,83,97,167680.0,False,0.628,0.667,6.0,-6.282,1.0,0.0385,0.163,0.0,0.127,0.584,160.01,4.0
Fistful Of TearsMaxwell,Fistful Of Tears,Maxwell,2010-04-03,2010-05-29,4,94,100,219266.0,False,0.744,0.62,0.0,-6.995,1.0,0.0558,0.176,0.0,0.101,0.701,123.032,3.0
Five More MinutesScotty McCreery,Five More Minutes,Scotty McCreery,2017-12-23,2018-04-28,19,44,98,241146.0,False,0.496,0.632,7.0,-4.933,1.0,0.0282,0.257,1.07e-06,0.109,0.278,156.034,4.0
Fix A DrinkChris Janson,Fix A Drink,Chris Janson,2017-09-02,2017-12-16,14,67,98,188933.0,False,0.563,0.887,1.0,-5.013,1.0,0.0857,0.0297,0.0,0.352,0.794,158.05,4.0
